,Unnamed: 0,word,word_onsets,word_offsets,cloze_pre_rep,cloze_post_rep,cloze_MemEffect_rep,boundary,agreement
322,322,it,147.65500002319334,147.77500007812498,0.28,0.54,0.26,,
323,323,so,148.77500005737303,148.91499997192383,0.34,0.6,0.2599999999999999,,
324,324,the,148.91499997192383,148.99499994873045,0.06,0.1,0.04,,
325,325,first,148.99499994873045,149.27499995727538,0.0,0.16,0.16,,
326,326,thing,149.27499995727538,149.4850000085449,0.58,0.76,0.18,,
327,327,i,149.27499995727538,149.40500003173827,0.78,0.8,0.02,,
328,328,did,149.4850000085449,149.79500007568356,0.48,0.56,0.08,,
329,329,was,150.39499999145505,150.5150000463867,0.84,0.86,0.02,,
330,330,i,150.5150000463867,150.55499994506835,0.04,0.18,0.1399999999999999,,
331,331,gave,150.63499992187496,150.76499999633788,0.0,0.38,0.38,,
332,332,the,150.76499999633788,150.824999934082,0.48,0.64,0.16,,
333,333,figure,150.824999934082,151.2450000366211,0.0,0.16,0.16,,
334,334,a,151.2450000366211,151.27499991577147,0.52,0.82,0.2999999999999999,,
335,335,name,151.27499991577147,151.88500003051757,0.26,0.68,0.42,,
336,336,i,152.1349999804687,152.21499995727538,0.06,0.4,0.34,,
337,337,called,152.21499995727538,152.4250000085449,0.26,0.46,0.2,,
338,338,him,152.4250000085449,152.52500002441406,0.58,0.78,0.2,,
339,339,pie,152.52500002441406,152.8449999316406,0.06,0.46,0.4,,
340,340,man,152.8449999316406,153.13499995971677,0.32,0.78,0.46,,
341,341,capital,153.13499995971677,153.46500006591796,0.0,0.3,0.3,,
342,342,p,153.46500006591796,153.8950000085449,0.52,0.74,0.2199999999999999,,
343,343,capital,153.9850000048828,154.38500006835935,0.28,0.6,0.3199999999999999,,
344,344,m,154.38500006835935,154.7049999755859,0.6,0.78,0.18,,
345,345,and,155.50499992309568,155.65500003662106,0.46,0.56,0.1,,
346,346,i,155.65500003662106,155.69499993530272,0.44,0.52,0.08,,
347,347,described,155.69499993530272,156.18499999511715,0.02,0.1,0.08,,
348,348,him,156.18499999511715,156.28500001098632,0.64,0.66,0.02,,
349,349,as,156.28500001098632,156.40500006591793,0.68,0.72,0.0399999999999999,,
350,350,a,156.40500006591793,156.43499994506834,0.6,0.56,-0.0399999999999999,,
351,351,cape,156.43499994506834,156.8149999694824,0.0,0.24,0.24,,
352,352,wearing,156.8149999694824,157.20500001342774,0.4,0.54,0.14,,
353,353,masked,157.20500001342774,157.7950000891113,0.02,0.14,0.12,,
354,354,avenger,157.7950000891113,158.40500002441405,0.0,0.16,0.16,,
355,355,though,159.9349999621582,159.9950000793457,0.0,0.12,0.12,,
356,356,in,159.92499994262693,160.07500005615233,0.0,0.12,0.12,,
357,357,fact,160.07500005615233,160.34500004516602,0.0,0.16,0.16,,
358,358,hed,160.34500004516602,160.4649999206543,0.0,0.1,0.1,,
359,359,been,160.4649999206543,160.60500001464845,0.16,0.24,0.0799999999999999,,
360,360,capeless,160.60500001464845,161.2650000476074,0.0,0.1,0.1,,
361,361,and,162.0249999169922,162.14499997192382,0.48,0.58,0.0999999999999999,,
362,362,i,162.14499997192382,162.17500003051757,0.04,0.38,0.34,,
363,363,said,162.17500003051757,162.3650000427246,0.1,0.26,0.16,,
364,364,that,162.3650000427246,162.475000078125,0.36,0.46,0.1,,
365,365,as,162.475000078125,162.57499991455077,0.0,0.14,0.14,,
366,366,he,162.57499991455077,162.65500007080078,0.14,0.5,0.36,,
367,367,fled,162.65500007080078,162.95499993896482,0.0,0.18,0.18,,
368,368,the,162.95499993896482,163.01500005615233,0.56,0.56,0.0,,
369,369,scene,163.01500005615233,163.60499995239255,0.72,0.7,-0.02,,
370,370,he,163.97499995727537,164.1449999304199,0.48,0.64,0.16,,
371,371,clicked,164.1449999304199,164.524999954834,0.0,0.26,0.26,,
372,372,his,164.524999954834,164.70499994750975,0.38,0.78,0.4,,
373,373,heels,164.70499994750975,165.20500002685546,0.5,0.7,0.1999999999999999,,
374,374,in,165.20500002685546,165.3250000817871,0.02,0.08,0.06,,
375,375,rakish,165.3250000817871,165.68500006713867,0.0,0.16,0.16,,
376,376,glee,165.68500006713867,166.05500007202147,0.04,0.3,0.26,,
377,377,and,169.20499994384764,169.31499997924803,0.46,0.76,0.3,,
378,378,i,169.31499997924803,169.34500003784177,0.02,0.28,0.26,,
379,379,gave,169.34500003784177,169.61500002685543,0.06,0.2,0.14,,
380,380,him,169.61500002685543,169.70500002319335,0.84,0.8,-0.0399999999999999,,
381,381,a,169.70500002319335,169.74499992187498,0.66,0.82,0.1599999999999999,,
382,382,catchphrase,169.74499992187498,170.71500002197263,0.02,0.3,0.2799999999999999,,
383,383,in,171.6450000439453,171.81500001708983,0.0,0.4,0.4,,
384,384,latin,171.81500001708983,172.24499995971678,0.0,0.68,0.68,,
385,385,i,175.6950000585937,175.75499999633786,0.0,0.18,0.18,,
386,386,said,175.75499999633786,175.96500004760742,0.22,0.54,0.32,,
387,387,that,175.96500004760742,176.06500006347656,0.18,0.4,0.22,,
388,388,he,176.06500006347656,176.1250000012207,0.62,0.76,0.14,,
389,389,cried,176.1250000012207,176.515000045166,0.0,0.16,0.16,,
390,390,out,176.515000045166,176.85499999145506,0.24,0.4,0.16,,
391,391,ego,177.21499997680664,177.60500002075193,0.0,0.2,0.2,,
392,392,sum,177.60500002075193,178.28499991333007,0.1,0.14,0.04,,
393,393,non,178.5849999609375,179.05499998168943,0.0,0.26,0.26,,
394,394,an,179.05499998168943,179.53500002197262,0.02,0.06,0.0399999999999999,,
395,395,bestia,179.53500002197262,180.28500005126952,0.0,0.22,0.22,,
396,396,which,181.75500005126952,181.94500006347656,0.08,0.3,0.2199999999999999,,
397,397,means,181.94500006347656,182.2449999316406,0.74,0.58,-0.16,,
398,398,i,182.2449999316406,182.98499994140624,0.28,0.64,0.36,,
399,399,am,182.98499994140624,183.17499995361325,0.52,0.62,0.0999999999999999,,
400,400,not,183.17499995361325,183.6449999743652,0.22,0.56,0.3400000000000001,,
401,401,an,183.78500006835932,183.99499994018552,0.06,0.5,0.44,,
402,402,animal,183.99499994018552,184.8050000866699,0.26,0.68,0.42,1.0,0.22439024390243903
403,403,which,186.14500001220705,186.40499998168943,0.02,0.26,0.24,,
404,404,makes,186.40499998168943,186.85499996337887,0.0,0.2,0.2,,
405,405,no,186.9649999987793,187.34500002319336,0.04,0.52,0.48,,
406,406,sense,187.34500002319336,188.02499991577147,0.7,0.78,0.08,,
407,407,i,189.8550000805664,189.97499995605463,0.04,0.12,0.0799999999999999,,
408,408,needed,189.97499995605463,190.2549999645996,0.0,0.14,0.14,,
409,409,something,190.2549999645996,190.8650000793457,0.06,0.28,0.22,,
410,410,im,191.5149999133301,191.7049999255371,0.0,0.1,0.1,,
411,411,catholic,191.7049999255371,192.30500002075192,0.0,0.3,0.3,,
412,412,latin,192.30500002075192,192.63499994750973,0.0,0.16,0.16,,
413,413,just,192.63499994750973,192.87500005737303,0.0,0.22,0.22,,
414,414,comes,192.87500005737303,193.1149999877929,0.02,0.4,0.38,,
415,415,to,193.1149999877929,193.21500000366208,0.24,0.44,0.2,,
416,416,me,193.21500000366208,193.42500005493164,0.5,0.76,0.26,1.0,0.2048780487804878
417,417,so,195.43500003295892,195.584999967041,0.0,0.24,0.24,,
418,418,i,195.584999967041,195.625000045166,0.54,0.68,0.14,,
419,419,finish,195.625000045166,195.9349999328613,0.0,0.2,0.2,,
420,420,my,195.9349999328613,196.0249999291992,0.12,0.42,0.3,,
421,421,story,196.0249999291992,196.44500003173823,0.54,0.72,0.1799999999999999,,
422,422,and,196.60499998535155,196.71500002075197,0.58,0.8,0.22,,
423,423,i,196.71500002075197,196.7450000793457,0.28,0.48,0.1999999999999999,,
424,424,hand,196.7450000793457,196.9649999707031,0.02,0.1,0.08,,
425,425,it,196.9649999707031,197.02500008789065,0.58,0.66,0.08,,
426,426,to,197.02500008789065,197.1349999438476,0.66,0.66,0.0,,
427,427,dwyer,197.1349999438476,197.61499998413083,0.0,0.06,0.06,,
428,428,and,197.73500003906247,197.8250000354004,0.26,0.58,0.3199999999999999,,
429,429,he,197.8250000354004,197.91500003173823,0.68,0.72,0.0399999999999999,,
430,430,reads,197.91500003173823,198.1950000402832,0.36,0.16,-0.1999999999999999,,
431,431,and,198.1950000402832,198.2950000561523,0.0,0.08,0.08,,
432,432,he,198.2950000561523,198.40499991210936,0.16,0.12,-0.04,,
433,433,says,198.40499991210936,198.7749999169922,0.44,0.52,0.08,,
434,434,pie,199.4050000708008,199.68500007934568,0.0,0.12,0.12,,
435,435,man,199.68500007934568,200.18499997924803,0.78,0.82,0.0399999999999999,,
436,436,i,201.07499992309567,201.21500001708984,0.02,0.32,0.3,,
437,437,love,201.21500001708984,201.505000045166,0.12,0.42,0.3,,
438,438,it,201.505000045166,201.69500005737305,0.32,0.68,0.36,,
439,439,page,201.69500005737305,202.0550000427246,0.0,0.2,0.2,,
440,440,one,202.0550000427246,202.41500002807612,0.3,0.72,0.42,1.0,0.22926829268292684
441,441,and,204.5649999206543,204.75499993286127,0.1,0.36,0.26,,
442,442,thats,204.75499993286127,205.3249999694824,0.0,0.18,0.18,,
443,443,how,205.4650000634765,205.61499999755856,0.14,0.42,0.2799999999999999,,
444,444,the,205.61499999755856,205.684999954834,0.02,0.2,0.18,,
445,445,first,205.684999954834,206.11500007690427,0.0,0.2,0.2,,
446,446,line,206.11500007690427,206.575000078125,0.02,0.22,0.2,,
447,447,got,206.9250000439453,207.13499991577143,0.0,0.16,0.16,,
448,448,crossed,207.13499991577143,207.6949999328613,0.04,0.4,0.36,1.0,0.36097560975609755
449,449,a,209.39500002319332,209.665000012207,0.0,0.1,0.1,,
450,450,few,209.54499995727537,209.74499998901365,0.02,0.16,0.14,,
451,451,days,209.74499998901365,209.9550000402832,0.08,0.38,0.3,,
452,452,later,209.9550000402832,210.2150000097656,0.36,0.72,0.36,,
453,453,i,210.2150000097656,210.24500006835936,0.48,0.82,0.3399999999999999,,
454,454,get,210.24500006835936,210.38499998291013,0.04,0.36,0.32,,
455,455,a,210.38499998291013,210.41500004150387,0.52,0.76,0.24,,
456,456,letter,210.41500004150387,210.85500000366207,0.22,0.36,0.1399999999999999,,
457,457,it,212.01499993652345,212.1550000305176,0.0,0.12,0.12,,
458,458,says,212.1550000305176,212.45500007812495,0.26,0.52,0.26,,
459,459,dear,212.45500007812495,212.63500007080077,0.04,0.18,0.1399999999999999,,
460,460,jim,212.63500007080077,212.94499995849608,0.04,0.34,0.3,,
461,461,good,213.5149999951172,213.65500008911133,0.0,0.14,0.14,,
462,462,story,213.65500008911133,214.19500006713864,0.06,0.38,0.32,,
463,463,nice,214.28500006347653,214.6450000488281,0.0,0.18,0.18,,
464,464,details,214.6849999475097,215.55500003173827,0.0,0.22,0.22,,
465,465,if,216.33499994018555,216.4549999951172,0.0,0.38,0.38,,
466,466,you,216.4549999951172,216.5950000891113,0.64,0.88,0.24,,
467,467,want,216.5950000891113,216.77500008178708,0.3,0.64,0.34,,
468,468,to,216.77500008178708,216.84500003906248,0.62,0.74,0.12,,
469,469,see,216.84500003906248,217.1250000476074,0.0,0.54,0.54,,
470,470,me,217.1250000476074,217.36499997802733,0.22,0.48,0.26,,
471,471,again,217.36499997802733,218.0049999719238,0.1,0.36,0.26,,
472,472,in,218.0049999719238,218.1849999645996,0.0,0.18,0.18,,
473,473,action,218.1849999645996,218.75500000122068,0.02,0.54,0.52,,
474,474,be,219.59500002685544,219.73499994140624,0.02,0.2,0.18,,
475,475,on,219.73499994140624,219.84499997680663,0.02,0.12,0.0999999999999999,,
476,476,the,219.84499997680663,219.9049999145508,0.64,0.72,0.0799999999999999,,
477,477,steps,219.9049999145508,220.29499995849608,0.02,0.4,0.38,,
478,478,of,220.29499995849608,220.40499999389647,0.5,0.78,0.28,,
479,479,duane,220.40499999389647,220.7050000415039,0.0,0.14,0.14,,
480,480,library,220.7050000415039,221.2849999182129,0.04,0.46,0.42,,
481,481,tuesday,221.2849999182129,222.00500006835935,0.0,0.12,0.12,,
482,482,at,222.00500006835935,222.16500002197265,0.38,0.66,0.28,,
483,483,three,222.16500002197265,222.40499995239256,0.04,0.26,0.22,,
484,484,oclock,222.40499995239256,222.87499997314453,0.56,0.48,-0.08,,
485,485,signed,224.0850000036621,224.8250000134277,0.0,0.2,0.2,,
486,486,pie,225.3750000109863,225.685000078125,0.46,0.72,0.2599999999999999,,
487,487,man,225.685000078125,225.9650000866699,0.88,0.86,-0.02,1.0,0.2780487804878049
488,488,so,229.1450000170898,229.3250000097656,0.1,0.5,0.4,,
489,489,i,229.3250000097656,229.4649999243164,0.66,0.88,0.2199999999999999,,
490,490,was,229.4649999243164,229.6749999755859,0.08,0.18,0.0999999999999999,,
491,491,there,229.6749999755859,230.3249999890137,0.02,0.22,0.2,,
492,492,with,230.9750000024414,231.09500005737303,0.0,0.18,0.18,,
493,493,a,231.09500005737303,231.1249999365234,0.0,0.34,0.34,,
494,494,photographer,231.1249999365234,231.77499994995117,0.04,0.34,0.3,,
495,495,from,231.77499994995117,231.97499998168945,0.0,0.22,0.22,,
496,496,the,231.97499998168945,232.0349999194336,0.78,0.76,-0.02,,
497,497,ram,232.0349999194336,232.52499997924804,0.0,0.32,0.32,,
498,498,and,233.2349999304199,233.3650000048828,0.12,0.54,0.42,,
499,499,sure,233.3650000048828,233.5550000170898,0.0,0.12,0.12,,
500,500,enough,233.5550000170898,233.8949999633789,0.48,0.74,0.26,,
501,501,out,234.27499998779297,234.43499994140623,0.0,0.1,0.1,,
502,502,comes,234.43499994140623,234.70499993041992,0.08,0.22,0.14,,
503,503,sheila,234.70499993041992,235.1350000524902,0.0,0.16,0.16,,
504,504,beale,235.1350000524902,235.63499995239255,0.0,0.14,0.14,,
505,505,student,235.9049999414062,236.3350000634765,0.0,0.1,0.1,,
506,506,body,236.3350000634765,236.61500007202147,0.16,0.38,0.22,,
507,507,president,236.61500007202147,237.25500006591795,0.74,0.7,-0.04,,
508,508,and,238.1349999902344,238.27500008422848,0.5,0.42,-0.08,,
509,509,now,238.27500008422848,238.33500002197263,0.0,0.04,0.04,,
510,510,sheila,238.33500002197263,238.6749999682617,0.0,0.08,0.08,,
511,511,was,238.6749999682617,238.915000078125,0.14,0.14,0.0,,
512,512,different,238.915000078125,239.22499996582027,0.0,0.1,0.1,,
513,513,from,239.22499996582027,239.42499999755856,0.3,0.44,0.14,,
514,514,me,239.42499999755856,240.04499995239252,0.0,0.16,0.16,,
515,515,and,240.42499997680665,240.61499998901365,0.2,0.5,0.3,,
516,516,all,240.61499998901365,240.84500007934568,0.0,0.1,0.1,,
517,517,the,240.84500007934568,240.95499993530268,0.44,0.52,0.08,,
518,518,other,240.95499993530268,241.0749999902344,0.3,0.54,0.24,,
519,519,fordham,241.0749999902344,241.4750000537109,0.0,0.1,0.1,,
520,520,students,241.4750000537109,241.87499993774412,0.56,0.64,0.0799999999999999,,
521,521,who,241.87499993774412,241.964999934082,0.04,0.18,0.1399999999999999,,
522,522,wore,241.964999934082,242.13500008666992,0.0,0.1,0.1,,
523,523,flannel,242.13500008666992,242.5750000488281,0.0,0.24,0.24,,
524,524,shirts,242.5750000488281,242.9749999328613,0.48,0.48,0.0,,
525,525,and,242.9749999328613,243.0849999682617,0.48,0.72,0.24,,
526,526,worked,243.0849999682617,243.3449999377441,0.0,0.12,0.12,,
527,527,part,243.3449999377441,243.5249999304199,0.02,0.3,0.2799999999999999,,
528,528,time,243.5249999304199,243.755000020752,0.72,0.8,0.08,,
529,529,jobs,243.755000020752,244.21500002197263,0.16,0.38,0.22,,
530,530,sheila,244.945000012207,245.41500003295891,0.04,0.16,0.12,,
531,531,was,245.41500003295891,245.9650000305176,0.46,0.7,0.2399999999999999,,
532,532,well,246.1949999414062,246.51500002807612,0.0,0.14,0.14,,
533,533,bred,246.51500002807612,247.1149999438477,0.0,0.2,0.2,,
534,534,sheila,247.46500008911133,247.82500007446285,0.0,0.08,0.08,,
535,535,had,247.82500007446285,248.32499997436523,0.16,0.14,-0.0199999999999999,,
536,536,school,248.5250000061035,249.04499994506835,0.0,0.12,0.12,,
537,537,spirit,249.04499994506835,249.7049999780273,0.1,0.56,0.4600000000000001,,
538,538,sheila,251.77500007324213,252.11500001953124,0.02,0.18,0.16,,
539,539,was,252.11500001953124,252.25499993408204,0.4,0.56,0.16,,
540,540,the,252.25499993408204,252.3250000708008,0.12,0.3,0.18,,
541,541,kind,252.3250000708008,252.5349999426269,0.02,0.22,0.2,,
542,542,of,252.5349999426269,252.59500005981445,0.86,0.88,0.02,,
543,543,student,252.59500005981445,252.91499996704096,0.12,0.48,0.36,,
544,544,that,252.91499996704096,253.0450000415039,0.22,0.4,0.18,,
545,545,dean,253.0450000415039,253.2150000146484,0.1,0.46,0.36,,
546,546,mcgowan,253.2150000146484,253.61500007812495,0.8,0.8,0.0,,
547,547,wanted,253.61500007812495,253.8950000866699,0.24,0.42,0.18,,
548,548,more,253.8950000866699,254.22500001342772,0.02,0.18,0.16,,
549,549,of,254.22500001342772,254.4450000842285,0.68,0.68,0.0,,
550,550,although,255.8750000061035,256.2550000305176,0.0,0.1,0.1,,
551,551,rumor,256.2550000305176,256.57499993774417,0.0,0.2,0.2,,
552,552,had,256.57499993774417,256.8850000048828,0.34,0.52,0.18,,
553,553,it,256.8850000048828,257.134999954834,0.72,0.86,0.14,,
554,554,that,257.134999954834,257.2850000683593,0.66,0.74,0.0799999999999999,,
555,555,he,257.2850000683593,257.40499994384766,0.26,0.52,0.26,,
556,556,got,257.40499994384766,257.59499995605466,0.0,0.24,0.24,,
557,557,plenty,257.59499995605466,257.89500000366206,0.0,0.34,0.34,,
558,558,of,257.89500000366206,258.025000078125,0.9,0.88,-0.02,,
559,559,her,258.025000078125,258.44500000122065,0.0,0.54,0.54,,
560,560,in,258.44500000122065,258.5750000756836,0.04,0.3,0.26,,
561,561,his,258.5750000756836,258.7350000292968,0.18,0.62,0.44,,
562,562,office,258.7350000292968,259.4249999414062,0.34,0.78,0.44,,
563,563,on,259.46500001953126,259.6149999536133,0.0,0.46,0.46,,
564,564,his,259.6149999536133,259.7750000866699,0.1,0.58,0.48,,
565,565,desk,259.7750000866699,260.2749999865722,0.6,0.76,0.16,,
566,566,oh,260.0350000561523,261.775000045166,0.0,0.0,0.0,,
567,567,but,262.31500002319336,262.52500007446287,0.04,0.34,0.3,,
568,568,thats,262.3649999414062,262.5749999926757,0.0,0.12,0.12,,
569,569,just,262.5749999926757,262.7549999853516,0.3,0.48,0.18,,
570,570,a,262.7549999853516,262.7950000634765,0.54,0.74,0.1999999999999999,,
571,571,rumor,262.7950000634765,263.05500003295896,0.72,0.8,0.08,,
572,572,please,263.05500003295896,263.34500006103514,0.0,0.1,0.1,,
573,573,do,263.34500006103514,263.44500007690425,0.02,0.14,0.12,,
574,574,not,263.44500007690425,263.64499992919923,0.7,0.86,0.16,,
575,575,spread,263.64499992919923,263.9349999572754,0.08,0.34,0.26,,
576,576,it,263.9349999572754,264.1750000671387,0.24,0.2,-0.0399999999999999,,
577,577,outside,264.1750000671387,264.5150000134277,0.0,0.36,0.36,,
578,578,this,264.5150000134277,264.7050000256348,0.14,0.42,0.2799999999999999,,
579,579,room,264.7050000256348,265.0549999914551,0.16,0.76,0.6,,
580,580,i,266.2249999438476,266.3149999401855,0.16,0.26,0.1,,
581,581,myself,266.2249999438476,266.65500006591793,0.0,0.14,0.14,,
582,582,would,266.65500006591793,266.77499994140624,0.02,0.3,0.2799999999999999,,
583,583,never,266.77499994140624,267.07499998901363,0.04,0.44,0.4,,
584,584,say,267.07499998901363,267.31499991943355,0.16,0.48,0.3199999999999999,,
585,585,that,267.31499991943355,268.2250000817871,0.2,0.38,0.18,1.0,0.28292682926829266
586,586,but,268.5349999694824,268.66500004394527,0.02,0.14,0.12,,
587,587,the,268.66500004394527,268.7249999816894,0.0,0.12,0.12,,
588,588,fact,268.7249999816894,269.09499998657225,0.02,0.12,0.0999999999999999,,
589,589,was,269.09499998657225,269.4549999719238,0.0,0.2,0.2,,
590,590,sheila,269.61499992553706,269.99499994995114,0.02,0.16,0.14,,
591,591,had,269.99499994995114,270.1550000830078,0.04,0.16,0.12,,
592,592,collaborated,270.1550000830078,270.8249999560547,0.0,0.14,0.14,,
593,593,with,270.8249999560547,270.94500001098635,0.86,0.92,0.06,,
594,594,the,270.94500001098635,271.0049999487305,0.16,0.38,0.22,,
595,595,dean,271.0049999487305,271.5050000280761,0.64,0.82,0.1799999999999999,,
596,596,to,271.834999954834,271.94499999023435,0.2,0.42,0.2199999999999999,,
597,597,ban,271.94499999023435,272.535000065918,0.0,0.34,0.34,,
598,598,outdoor,272.5749999645996,273.1149999426269,0.0,0.2,0.2,,
599,599,drinking,273.1149999426269,273.5849999633789,0.0,0.66,0.66,,
600,600,on,273.5849999633789,273.7950000146484,0.18,0.34,0.16,,
601,601,campus,273.7950000146484,274.4450000280761,0.46,0.62,0.1599999999999999,,
602,602,the,274.80500001342773,274.9449999279785,0.02,0.16,0.14,,
603,603,infamous,274.9449999279785,275.43499998779293,0.0,0.14,0.14,,
604,604,no,275.4450000073241,275.67499991821285,0.02,0.3,0.2799999999999999,,
605,605,more,275.67499991821285,275.9350000671386,0.02,0.16,0.14,,
606,606,beer,275.9350000671386,276.4650000256347,0.08,0.34,0.26,,
607,607,at,276.4650000256347,276.6149999597168,0.02,0.38,0.36,,
608,608,barbecues,276.6149999597168,277.1549999377441,0.0,0.22,0.22,,
609,609,rule,277.1549999377441,277.41500008666986,0.06,0.3,0.24,,
610,610,thats,277.49500006347654,277.69499991577146,0.0,0.12,0.12,,
611,611,right,277.69499991577146,278.00499998291014,0.0,0.2,0.2,,
612,612,boo,278.00499998291014,278.1849999755859,0.0,0.18,0.18,,
613,613,that,278.1849999755859,278.3449999291992,0.02,0.26,0.24,,
614,614,rule,278.3449999291992,278.7449999926758,0.18,0.3,0.12,1.0,0.24390243902439024
615,615,sheila,281.4049999841308,281.7150000512695,0.02,0.18,0.16,,
616,616,thought,281.7150000512695,281.9850000402832,0.0,0.18,0.18,,
617,617,drinking,281.9850000402832,282.2650000488281,0.0,0.18,0.18,,
618,618,in,282.2650000488281,282.355000045166,0.02,0.2,0.18,,
619,619,public,282.355000045166,282.8950000231933,0.22,0.5,0.28,,
620,620,was,283.2349999694824,283.40499994262694,0.6,0.8,0.2,,
621,621,in,283.40499994262694,283.50499995849606,0.02,0.16,0.14,,
622,622,poor,283.50499995849606,283.8749999633789,0.12,0.46,0.34,,
623,623,taste,283.8749999633789,284.4550000195312,0.6,0.84,0.24,,
624,624,i,286.4050000598144,286.4950000561523,0.0,0.14,0.14,,
625,625,think,286.4950000561523,286.7550000256348,0.18,0.2,0.02,,
626,626,you,286.7550000256348,286.8550000415039,0.0,0.16,0.16,,
627,627,know,286.8550000415039,287.425000078125,0.16,0.46,0.3,,
628,628,what,287.425000078125,287.6249999304199,0.28,0.6,0.3199999999999999,,
629,629,happened,287.6249999304199,288.0149999743652,0.06,0.36,0.3,,
630,630,next,288.0149999743652,288.47499997558594,0.36,0.68,0.32,1.0,0.2
631,631,pie,290.1650000463867,290.474999934082,0.14,0.36,0.2199999999999999,,
632,632,man,290.474999934082,290.6749999658203,0.88,0.88,0.0,,
633,633,emerged,290.6749999658203,291.2949999206543,0.0,0.14,0.14,,
634,634,from,292.03499993042,292.21499992309566,0.54,0.62,0.0799999999999999,,
635,635,behind,292.21499992309566,292.4750000720215,0.04,0.38,0.34,,
636,636,the,292.4750000720215,292.5350000097656,0.46,0.54,0.08,,
637,637,late,292.5350000097656,292.8849999755859,0.0,0.12,0.12,,
638,638,night,292.8849999755859,293.1950000427246,0.1,0.26,0.16,,
639,639,library,293.1950000427246,293.64500002441406,0.02,0.16,0.14,,
640,640,drop,293.64500002441406,293.9949999902343,0.02,0.16,0.14,,
641,641,box,293.9949999902343,294.4249999328613,0.28,0.48,0.1999999999999999,,
